CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR
WITHDRAWN,SMARTAX GROUP INC,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES MANAGERS,N,48000.0,2016
CERTIFIED,FABRIC SELECTION INC,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE COORDINATOR,N,58011.2,2016
CERTIFIED,AVP BRAZILIAN DISTRIBUTORS INC.,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES MANAGER,N,46508.8,2016
WITHDRAWN,THE NEW WORLD PRESS INC,ADMINISTRATIVE SERVICES MANAGERS,CONTRACT ADMINISTRATOR,N,58864.0,2016
CERTIFIED,"ROBIN SINGH EDUCATIONAL SERVICES, INC.",ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE COORDINATOR,N,58011.2,2016
CERTIFIED,THE NEW WORLD PRESS INC,ADMINISTRATIVE SERVICES MANAGERS,CONTRACT ADMINISTRATOR,N,58864.0,2016
CERTIFIED,IQA METAL,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES COORDINATOR,N,46509.0,2016
WITHDRAWN,PFJ MEDICAL CARE P.C.,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICE MAANAGER,Y,74048.0,2016
CERTIFIED,PFJ MEDICAL CARE P.C.,ADMINISTRATIVE SERVICES MANAGERS,OFFICE MANAGER,Y,74048.0,2016
CERTIFIED,SINGLERA GENOMICS,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES MANAGER,N,51834.0,2016
CERTIFIED,"EXBON DEVELOPMENT, INC.",ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE MANAGER,N,60736.0,2016
CERTIFIED,COCHON 555 LLC,ADMINISTRATIVE SERVICES MANAGERS,LOGISTICS MANAGER,N,52478.0,2016
CERTIFIED,"IQA METAL, INC.",ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES COORDINATOR,N,46509.0,2016
DENIED,HARPER PIERCE & CO.,ADMINISTRATIVE SERVICES MANAGERS,JUNIOR EXECUTIVE MANAGER,N,37689.6,2016
WITHDRAWN,FULL POWER PROPERTIES LLC,ADMINISTRATIVE SERVICES MANAGERS,ASSISTANT MANAGER,N,65166.0,2016
CERTIFIED,"ORACLE AMERICA, INC.",ADMINISTRATIVE SERVICES MANAGERS,FACILITIES SPECIALIST,Y,97968.0,2016
WITHDRAWN,LAW OFFICES OF MARY CARMEN R. MADRID-CROST,ADMINISTRATIVE SERVICES MANAGERS,CLIENT SERVICES DEVELOPMENT SPECIALIST,N,43492.8,2016
CERTIFIED,TOWNSTEEL INC.,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES MANAGER,N,58011.2,2016
CERTIFIED,"ARENS CONTROLS COMPANY, LLC",ADMINISTRATIVE SERVICES MANAGERS,SR. CONTRACTS MANAGER,Y,80267.0,2016
CERTIFIED,LAW OFFICES OF MARY CARMEN R. MADRID-CROST,ADMINISTRATIVE SERVICES MANAGERS,CLIENT SERVICES DEVELOPMENT SPECIALIST,N,43492.8,2016
WITHDRAWN,LAW OFFICES OF MARY CARMEN R. MADRID-CROST,ADMINISTRATIVE SERVICES MANAGERS,CLIENT SERVICES DEVELOPMENT SPECIALIST,N,43492.8,2016
CERTIFIED,MARDEL SOUZA INC,ADMINISTRATIVE SERVICES MANAGERS,OFFICE MANAGER,N,32968.0,2016
CERTIFIED,BAKERS' BEST INC.,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES MANAGER,N,54454.0,2016
DENIED,DYNAMIC HOME HEALTH CARE INC,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATOR,Y,76000.0,2016
DENIED,UNIVERSITY PHYSICAL THERAPY ASSOCIATES INC,ADMINISTRATIVE SERVICES MANAGERS,QUALITY ASSURANCE OFFICER,Y,76000.0,2016
CERTIFIED,FULL POWER PROPERTIES LLC,ADMINISTRATIVE SERVICES MANAGERS,ASSISTANT MANAGER,N,65166.0,2016
CERTIFIED,"DOW HEALTHCARE STAFFING, LLC",ADMINISTRATIVE SERVICES MANAGERS,OPERATIONS MANAGER,N,61380.8,2016
WITHDRAWN,PACIFIC AMBULATORY SURGERY CENTER,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES MANAGER,N,58011.2,2016
CERTIFIED,"RELIABLE S U DENTAL SERVICES, INC.",ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES MANAGER,N,63107.0,2016
CERTIFIED,"VEROLI, INC.",ADMINISTRATIVE SERVICES MANAGERS,FACILITY MANAGER,Y,74048.0,2016
CERTIFIED,DYNAMIC HOME HEALTH CARE INC,ADMINISTRATIVE SERVICES MANAGERS,QUALITY ASSURANCE  MANAGER,N,67288.0,2016
CERTIFIED,UNIVERSITY PHYSICAL THERAPY ASSOCIATES INC,ADMINISTRATIVE SERVICES MANAGERS,QUALITY ASSURANCE MANAGER,N,67288.0,2016
CERTIFIED,MUNICIPAL CREDIT UNION,ADMINISTRATIVE SERVICES MANAGERS,EXECUTIVE OFFICE ADMINISTRATOR - BOARD OF DIRECTORS,N,64792.0,2016
CERTIFIED,"IBPORT, INC.",ADMINISTRATIVE SERVICES MANAGERS,CUSTOMER SERVICE MANAGER,N,65166.0,2016
CERTIFIED,CHRISTIAN D. CHESSON LPLC,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE COORDINATOR,N,36504.0,2016
CERTIFIED,BALMORAL HOME INC.,ADMINISTRATIVE SERVICES MANAGERS,PATIENT SERVICES MANAGER,N,43493.0,2016
CERTIFIED,SENECA NURSING HOME,ADMINISTRATIVE SERVICES MANAGERS,ADMISSION DIRECTOR,N,43493.0,2016
CERTIFIED,BECHTEL INFRASTRUCTURE AND POWER CORPORATION,ADMINISTRATIVE SERVICES MANAGERS,CONTRACTS MANAGER,Y,108514.0,2016
CERTIFIED,"DON PEDRO MEATS AND MARKET, INC.",ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES MANAGERS,N,67122.0,2016
CERTIFIED,PALERMO TOUHY AND BRUNO,ADMINISTRATIVE SERVICES MANAGERS,LAW OFFICE MANAGER,Y,73112.0,2016
CERTIFIED,"PROFESSIONAL ACCOUNTING, TAX & COMPUTER SERVICES, INC.",ADMINISTRATIVE SERVICES MANAGERS,OFFICE MANAGER,Y,74048.0,2016
DENIED,KILVER MANUFACTURING TRUST,ADMINISTRATIVE SERVICES MANAGERS,PROJECT MANAGER,N,20800.0,2016
CERTIFIED,"NDJ SUSTAINABLE ENGINEERING, LLC",ADMINISTRATIVE SERVICES MANAGERS,OFFICE MANAGER,N,61318.0,2016
WITHDRAWN,PACIFIC AMBULATORY SURGERY CENTER,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES MANAGER,N,58011.2,2016
CERTIFIED,"AL JANNATH, INC",ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICE MANAGER,N,61381.0,2016
CERTIFIED,HARPER PIERCE & CO.,ADMINISTRATIVE SERVICES MANAGERS,JUNIOR EXECUTIVE MANAGER,N,37689.6,2016
DENIED,FRIENDSHIP NURSING STAFFING SERVICES LLC,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICE MANAGER,Y,73424.0,2016
CERTIFIED,HYDERABAD DOSA HOUSE LLC,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICE MANAGER,Y,74048.0,2016
CERTIFIED,PACIFIC AMBULATORY SURGERY CENTER,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES MANAGER,N,58011.2,2016
CERTIFIED,FRIENDSHIP NURSING STAFFING SERVICES LLC,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES MANAGER,Y,73424.0,2016
CERTIFIED,ROTOR AIR CAM LLC,ADMINISTRATIVE SERVICES MANAGERS,OFFICE MANAGER,Y,73112.0,2016
CERTIFIED,"DANIEL J. EDELMAN, INC.",ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES MANAGER,N,61880.0,2016
CERTIFIED,"PHARMACEUTICS INTERNATIONAL, INC.",ADMINISTRATIVE SERVICES MANAGERS,MAINTENANCE COORDINATOR,N,61672.0,2016
CERTIFIED,"MOWAFFAK AL-HAMAD, MD",ADMINISTRATIVE SERVICES MANAGERS,LABORATORY MANAGER,N,67288.0,2016
CERTIFIED,"SOTHEBY'S, INC.",ADMINISTRATIVE SERVICES MANAGERS,DEPARTMENT MANAGER,Y,74048.0,2016
CERTIFIED,MUNSTER PUB INVESTORS LLC,ADMINISTRATIVE SERVICES MANAGERS,MANAGER,N,67288.0,2016
CERTIFIED,"ASW-AMERICA, INC.",ADMINISTRATIVE SERVICES MANAGERS,PLANT MANAGER,Y,72000.0,2016
CERTIFIED,"ARNE DISTRIBUTORS, INC.",ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES COORDINATOR,Y,85654.0,2016
CERTIFIED,VIRGINIA UNIVERSITY OF SCIENCE & TECHNOLOGY INC.,ADMINISTRATIVE SERVICES MANAGERS,INTERNATIONAL EDUCATION PROGRAM DIRECTOR,N,54620.8,2016
CERTIFIED,"CISCO SYSTEMS, INC.",ADMINISTRATIVE SERVICES MANAGERS,LABORATORY ADMINISTRATOR,N,67579.0,2016
CERTIFIED,NEW AMERICA FINANCIAL CORPORATION,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE MANAGER,N,60798.4,2016
CERTIFIED,IMPERIAL PACIFIC INTERNATIONAL (CNMI) LLC,ADMINISTRATIVE SERVICES MANAGERS,VICE PRESIDENT OF GAMING PROJECTS AND ADMINISTRATION,N,69992.0,2016
CERTIFIED,UNIVERSITY OF UTAH,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE MANAGER,N,62130.0,2016
CERTIFIED,"LIVE NATION WORLDWIDE, INC.",ADMINISTRATIVE SERVICES MANAGERS,ASSISTANT GENERAL MANAGER,N,63544.0,2016
DENIED,DIGIVERSELLC,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE RECRUITER,N,58240.0,2016
DENIED,DIGIVERSE,ADMINISTRATIVE SERVICES MANAGERS,CONSULTANT,N,58240.0,2016
CERTIFIED,TEMPLE UNIVERSITY--A COMMONWEALTH UNIVERSITY,ADMINISTRATIVE SERVICES MANAGERS,ASSISTANT DIRECTOR,N,37430.0,2016
CERTIFIED,W2 TEAM LLC,ADMINISTRATIVE SERVICES MANAGERS,BUSINESS ADMINISTRATOR,N,69035.0,2016
CERTIFIED,ADVANCED INTERVENTIONAL PAIN MANAGEMENT CENTER LLC,ADMINISTRATIVE SERVICES MANAGERS,REVENUE CYCLE MANAGER,Y,76398.4,2016
CERTIFIED,"AXIS COMMUNITY HEALTH, INC.",ADMINISTRATIVE SERVICES MANAGERS,CONTRACTS MANAGER,Y,80912.0,2016
CERTIFIED,"VIP BUSINESS CONSULTING ,LLC",ADMINISTRATIVE SERVICES MANAGERS,BUSINESS MANAGER,Y,89336.0,2016
DENIED,K&W INTERNATIONAL INC.,ADMINISTRATIVE SERVICES MANAGERS,ASSOCIATE GENERAL MANAGER,N,63648.0,2016
CERTIFIED,HIMALAYAS LLC,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICE MANAGER,N,43139.0,2016
CERTIFIED,K&W INTERNATIONAL INC.,ADMINISTRATIVE SERVICES MANAGERS,ASSOCIATE GENERAL MANAGER,N,63648.0,2016
CERTIFIED,K&W INTERNATIONAL INC.,ADMINISTRATIVE SERVICES MANAGERS,ASSOCIATE GENERAL MANAGER,N,63648.0,2016
CERTIFIED,TEMPLE UNIVERSITY--A COMMONWEALTH UNIVERSITY,ADMINISTRATIVE SERVICES MANAGERS,IELP ENROLLMENT MANAGER,N,37430.0,2016
CERTIFIED,"RIOT GAMES, INC.",ADMINISTRATIVE SERVICES MANAGERS,PRODUCTION COORDINATOR,N,59301.0,2016
CERTIFIED,THE ACADEMY AT THE FAMILY CHURCH INC.,ADMINISTRATIVE SERVICES MANAGERS,BUSINESS FINANCIAL ADMINISTRATOR,N,61755.2,2016
CERTIFIED,"CHIMEX,LLC",ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES BILINGUAL,N,45593.6,2016
CERTIFIED,NEW ORLEANS HISPANIC CHAMBER OF COMMERCE INC,ADMINISTRATIVE SERVICES MANAGERS,ADMINSTRATIVE SERVICES MANAGER,Y,81307.0,2016
CERTIFIED,"CRESTHILL, INC.",ADMINISTRATIVE SERVICES MANAGERS,CATERING SERVICES MANAGER,Y,81432.0,2016
CERTIFIED,"DATAPRISE, INC.",ADMINISTRATIVE SERVICES MANAGERS,SENIOR MANAGER OF MANAGED SERVICES,Y,84656.0,2016
CERTIFIED,BASEPLAN NORTH AMERICA INC,ADMINISTRATIVE SERVICES MANAGERS,DIRECTOR OF BUSINESS SERVICES ADMINISTRATION,Y,98301.0,2016
CERTIFIED,ARGOSY UNIVERSITY,ADMINISTRATIVE SERVICES MANAGERS,ASSISTANT DIRECTOR,N,43492.8,2016
CERTIFIED,"THOUSAND HILLS CAPITAL, LLC",ADMINISTRATIVE SERVICES MANAGERS,"MANAGING DIRECTOR, BUSINESS DEVELOPMENT",N,42661.0,2016
DENIED,BRANAT CONSTRUCTION INC,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES MANAGER,N,66373.0,2016
CERTIFIED,BRANAT CONSTRUCTION INC,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES MANAGER,N,66373.0,2016
CERTIFIED,HANDSHAKE CORP.,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATION MANAGER,Y,74048.0,2016
DENIED,"IMPERIAL PACIFIC INTERNATIONAL (CNMI), LLC",ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICE MANAGER,N,23712.0,2016
CERTIFIED,"IMPERIAL PACIFIC INTERNATIONAL (CNMI), LLC",ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICE MANAGER,N,41849.6,2016
CERTIFIED,MACANDREWS & FORBES GROUP LLC,ADMINISTRATIVE SERVICES MANAGERS,"COORDINATOR, ADMINISTRATIVE AND EXECUTIVE SERVICES",Y,101442.0,2016
CERTIFIED,VOOPES INC,ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE SERVICES MANAGER,N,65166.0,2016
CERTIFIED,"BAKER BROS. ADVISORS, LLC",ADMINISTRATIVE SERVICES MANAGERS,ADMINISTRATIVE COORDINATOR,Y,74048.0,2016
DENIED,"HOT LIPS PIZZA PEARL, LLC",ADMINISTRATIVE SERVICES MANAGERS,CORPORATE BUSINESS ADMINISTRATOR,N,48131.2,2016
CERTIFIED,"HOT LIPS PIZZA PEARL, LLC",ADMINISTRATIVE SERVICES MANAGERS,CORPORATE BUSINESS ADMINISTRATOR,N,48131.2,2016
DENIED,MILO CONSTRUCTION CORPORATION,ADMINISTRATIVE SERVICES MANAGERS,OFFICE ADMINISTRATOR AND SAFETY COORDINATOR,N,15080.0,2016
CERTIFIED,MILO CONSTRUCTION CORPORATION,ADMINISTRATIVE SERVICES MANAGERS,OFFICE ADMINISTRATOR AND SAFETY COORDINATOR,N,15080.0,2016
CERTIFIED,BECHTEL INFRASTRUCTURE AND POWER CORPORATION,ADMINISTRATIVE SERVICES MANAGERS,PRIME CONTRACT MANAGER,Y,126942.0,2016
CERTIFIED-WITHDRAWN,NORTHWEST EVALUATION ASSOCIATION,COMPUTER & INFORMATION SYSTEMS MANAGERS,INFORMATION SERVICES DEVELOPMENT MANAGER,Y,132475.0,2016
CERTIFIED-WITHDRAWN,NORTHWEST EVALUATION ASSOCIATION,COMPUTER & INFORMATION SYSTEMS MANAGERS,INFORMATION SERVICES DEVELOPMENT MANAGER,Y,114483.0,2016
CERTIFIED-WITHDRAWN,CCH INCORPORATED,COMPUTER AND INFORMATION SYSTEMS MANAGERS,MANAGER IT,Y,111654.0,2016
WITHDRAWN,"GRANULAR, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,SENIOR PRODUCT MANAGER,Y,118414.0,2016
CERTIFIED,PAYMENT LOGISTICS LIMITED,COMPUTER AND INFORMATION SYSTEMS MANAGERS,CHIEF TECHNOLOGY OFFICER,Y,90000.0,2016
WITHDRAWN,ZYNGA INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,DIRECTOR OF PRODUCT,Y,136282.0,2016
CERTIFIED-WITHDRAWN,FEDERAL HOME LOAN MORTGAGE CO.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,ENGINEERING MANAGER,Y,106900.0,2016
WITHDRAWN,TIBCO SOFTWARE INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT MANAGER,Y,109075.0,2016
WITHDRAWN,AMAZON CORPORATE LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,TECHNICAL PROGRAM MANAGER,Y,93200.0,2016
CERTIFIED-WITHDRAWN,DIRECTV LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"IT PROJECT MANAGER, SR",Y,115600.0,2016
CERTIFIED-WITHDRAWN,CREDIT SUISSE SECURITIES (USA) LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,ASSISTANT VICE PRESIDENT,Y,127358.0,2016
WITHDRAWN,LINKEDIN CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PRODUCT MANAGER,Y,119621.0,2016
WITHDRAWN,INTUIT INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,OFFERING PROGRAM MANAGER,Y,119621.0,2016
CERTIFIED-WITHDRAWN,"AIG GLOBAL SERVICES, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"GLOBAL HEAD, PROJECT AND PORTFOLIO MANAGEMENT",Y,186098.0,2016
CERTIFIED-WITHDRAWN,LENOVO (UNITED STATES) INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,ORGANIZATIONAL CHANGE MANAGEMENT SPECIALIST,Y,87526.0,2016
CERTIFIED-WITHDRAWN,"EFFEX CAPITAL, LLC",COMPUTER AND INFORMATION SYSTEMS MANAGERS,CHIEF TECHNOLOGY OFFICER,Y,186098.0,2016
CERTIFIED-WITHDRAWN,TEMPLE UNIVERSITY HEALTH SYSTEM,COMPUTER AND INFORMATION SYSTEMS MANAGERS,INFORMATICS MANAGER,Y,76794.0,2016
CERTIFIED-WITHDRAWN,"ORACLE FINANCIAL SERVICES SOFTWARE, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT SUPPORT MANAGER,Y,97805.0,2016
CERTIFIED-WITHDRAWN,ADOBE SYSTEMS INCORPORATED,COMPUTER AND INFORMATION SYSTEMS MANAGERS,INFORMATION TECHNOLOGY PROJECT MANAGER,Y,112258.0,2016
CERTIFIED-WITHDRAWN,"CADATASOFT, INC",COMPUTER AND INFORMATION SYSTEMS MANAGERS,TECHNICAL PROJECT MANAGER,Y,119621.0,2016
CERTIFIED-WITHDRAWN,SITTERCITY INCORPORATED,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"PROJECT MANAGER, SCRUM COACH",Y,93995.0,2016
WITHDRAWN,MINDSHARE USA LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,REGIONAL CHIEF TECHNOLOGY OFFICER- LATIN AMERICA,Y,133016.0,2016
CERTIFIED-WITHDRAWN,"XEROX BUSINESS SERVICES, LLC",COMPUTER AND INFORMATION SYSTEMS MANAGERS,SYSTEMS CONSULTANT SENIOR MANAGER,Y,115232.0,2016
CERTIFIED-WITHDRAWN,BLACKBOARD INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"SENIOR MANAGER, ENTERPRISE APPLICATIONS",Y,121202.0,2016
WITHDRAWN,THE UNIVERSITY OF HOUSTON,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SENIOR RESEARCH LAB MANAGER,N,62837.0,2016
WITHDRAWN,PEABODY INVESTMENTS CORP.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,MANAGER BI INFORMATION DELIVERY AND REPORTING,Y,114700.0,2016
WITHDRAWN,EMIDS TECHNOLOGIES PRIVATE LIMITED CORP,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROGRAM MANAGER,Y,83304.0,2016
CERTIFIED-WITHDRAWN,ROLAND SYSTEMS GROUP U.S.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,VICE PRESIDENT OF TECHNOLOGY AND COMMUNICATIONS,Y,112424.0,2016
WITHDRAWN,"FIREEYE, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"SR. MANAGER, NETWORK SERVICES",Y,147368.0,2016
CERTIFIED-WITHDRAWN,"ATYPON SYSTEMS, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,DIRECTOR OF PUBLISHING TECHNOLOGY,Y,147369.0,2016
CERTIFIED-WITHDRAWN,CITADEL INFORMATION SERVICES INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,IT SENIOR DELIVERY MANAGER,Y,101296.0,2016
CERTIFIED-WITHDRAWN,YAHOO! INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,TECHNICAL PROJECT/PROGRAM MANAGER IV,Y,133854.0,2016
CERTIFIED-WITHDRAWN,"HUBWOO USA, L.P.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,SAP SRM DEVELOPMENT MANAGER,Y,116896.0,2016
WITHDRAWN,"WARTSILA NORTH AMERICA, INC",COMPUTER AND INFORMATION SYSTEMS MANAGERS,AREA INFORMATION MANAGEMENT MANAGER,Y,89898.0,2016
CERTIFIED-WITHDRAWN,"CARDINAL HEALTH, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,ORACLE APPLICATIONS MANAGER,Y,110365.0,2016
CERTIFIED-WITHDRAWN,"STAYINFRONT, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"SR DIRECTOR, GLOBAL IMPLEMENTATION",Y,123885.0,2016
WITHDRAWN,OSCAR INSURANCE CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,CHIEF TECHNOLOGY OFFICER,Y,188843.0,2016
CERTIFIED-WITHDRAWN,ERICSSON INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT MANAGER,Y,99570.0,2016
WITHDRAWN,"A2Z DEVELOPMENT CENTER, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,SOFTWARE DEVELOPMENT MANAGER II,Y,149885.0,2016
CERTIFIED-WITHDRAWN,SYMANTEC CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SR. PRODUCT MANAGER,Y,89128.0,2016
CERTIFIED-WITHDRAWN,"LEAPFROG ENTERPRISES, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"SENIOR MANAGER, GLOBAL BUSINESS SYSTEMS",Y,129251.0,2016
CERTIFIED-WITHDRAWN,"CVS PHARMACY, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"DEVELOPMENT MANAGER, DATA INTEGRATION",Y,103854.0,2016
CERTIFIED-WITHDRAWN,"FSA STORE, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,CHIEF OPERATING OFFICER,Y,159141.0,2016
CERTIFIED-WITHDRAWN,CALIFORNIA INSTITUTE OF TECHNOLOGY,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"DIRECTOR, ADVANCEMENT INFORMATION SYSTEMS AND ANALYTICS",Y,93371.0,2016
CERTIFIED-WITHDRAWN,SEARS HOLDINGS MANAGEMENT CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"DIRECTOR, GENERAL MANAGER, ONLINE",Y,103485.0,2016
WITHDRAWN,AMAZON CORPORATE LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,TECHNICAL PROGRAM MANAGER II,Y,99900.0,2016
CERTIFIED-WITHDRAWN,MOTOROLA MOBILITY LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SOFTWARE ENGINEER RESOURCE BUDGET AND PORTFOLIO PLANNER,Y,111467.0,2016
CERTIFIED-WITHDRAWN,"BRINK'S, INCORPORATED",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"SENIOR MANAGER, ENTERPRISE SYSTEMS",Y,132621.0,2016
CERTIFIED-WITHDRAWN,"SHUTTERFLY, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"MANAGER, WEB ENGINEERING",Y,112694.0,2016
CERTIFIED-WITHDRAWN,"VIACOM INTERNATIONAL, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,APPLICATIONS SUPPORT MANAGER,Y,99715.0,2016
CERTIFIED-WITHDRAWN,"POCKET GEMS, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,VICE PRESIDENT OF PRODUCT MANAGEMENT,Y,179504.0,2016
CERTIFIED-WITHDRAWN,"AMERICAN INTERNATIONAL GROUP, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,TAX MANAGER,Y,99715.0,2016
CERTIFIED-WITHDRAWN,"CONSUMERSEARCH, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,INFORMATION SYSTEMS MANAGEMENT 5,Y,129418.0,2016
CERTIFIED-WITHDRAWN,ALTISOURCE SOLUTIONS INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,DIRECTOR OF PRODUCT MANAGEMENT,Y,139110.0,2016
CERTIFIED-WITHDRAWN,DISNEY ONLINE,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"DIRECTOR, TECHNOLOGY - DEVELOPER OPERATIONS",Y,159390.0,2016
CERTIFIED-WITHDRAWN,"THE GAP, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,SENIOR MANAGER - BUSINESS SYSTEMS ANALYST-ORACLE FINANCIALS,Y,129251.0,2016
CERTIFIED-WITHDRAWN,"SAAMA TECHNOLOGIES, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,ENGAGEMENT MANAGER,Y,99291.0,2016
CERTIFIED-WITHDRAWN,ALTISOURCE SOLUTIONS INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"VP, REPORTING AND ANALYTICS",Y,139110.0,2016
WITHDRAWN,AMAZON CORPORATE LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SYSTEMS MANAGER II,Y,121306.0,2016
WITHDRAWN,ADOBE SYSTEMS INCORPORATED,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SENIOR ENGINEERING MANAGER,Y,179504.0,2016
CERTIFIED-WITHDRAWN,"EPHARMALEARNING, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,ASSOCIATE SHAREPOINT PROGRAM DIRECTOR,Y,174429.0,2016
WITHDRAWN,CUMMINS INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,ERP IT TECHNICAL PROJECT LEADER,Y,91853.0,2016
CERTIFIED-WITHDRAWN,"XEROX HR SOLUTIONS, LLC",COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROGRAM MANAGER,Y,93226.0,2016
CERTIFIED-WITHDRAWN,"SHUTTERFLY, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,WEB ANALYTICS MANAGER,Y,122586.0,2016
CERTIFIED-WITHDRAWN,"SAGE IT, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,DIRECTOR - INFORMATION SYSTEMS,Y,90709.0,2016
